Event,Team,Robot weight,Red bumper weight,Blue bumper weight
2026tuis4,6989,114.6,9.3,9.3
2026tuis4,7576,110.2,12.1,11.9
2026tuis4,7632,114.9,18.1,18.5
2026tuis4,7742,88.6,9.5,9.5
2026tuis4,8042,66.4,8.6,10.1
2026tuis4,8079,107.1,12.3,12.6
2026tuis4,8084,112,14.6,14.6
2026tuis4,8151,107.8,11.7,11.5
2026tuis4,8169,113.5,12.8,12.8
2026tuis4,8584,83.3,9,9
2026tuis4,8725,108.9,13.9,13.9
2026tuis4,9079,99.2,8.2,8.4
2026tuis4,9102,83.8,10.1,9.7
2026tuis4,9427,110,9.7,10.1
2026tuis4,9519,114.6,10.1,10.1
2026tuis4,9601,66.1,10.1,10.1
2026tuis4,10064,73.4,13.2,13.9
2026tuis4,10396,108.5,12.8,13.2
2026tuis4,10907,86.9,11,11
2026tuis4,11010,100.8,11.9,11.2
2026tuis4,11300,81.8,14.1,14.3
2026tuis5,6232,94.6,12.8,11.5
2026tuis5,6415,82.2,11.5,11.5
2026tuis5,6459,114,11.9,11.9
2026tuis5,7035,91.3,12.6,12.3
2026tuis5,7298,69.9,9.3,11
2026tuis5,7439,107,12.3,13.7
2026tuis5,7536,113.5,9.9,9.7
2026tuis5,7576,105.6,12.3,11.9
2026tuis5,7748,78.5,13.4,14.6
2026tuis5,7758,81.6,12.8,12.3
2026tuis5,8084,108.5,15,14.3
2026tuis5,8092,109.4,6.6,6.6
2026tuis5,8158,91.3,10.4,10.4
2026tuis5,8263,24.4,5,5.2
2026tuis5,8264,94.8,10.6,13
2026tuis5,8784,97.7,9.5,10.1
2026tuis5,9024,98.5,11.9,11
2026tuis5,9043,88.4,10.4,9.9
2026tuis5,9264,63.5,10.6,11.5
2026tuis5,9483,111.8,12.6,12.3
2026tuis5,9545,114.6,17.2,17.2
2026tuis5,9692,107.4,12.8,13
2026tuis5,9694,89.9,13.4,13.7
2026tuis5,10131,114.2,15.4,15.4
2026tuis5,10234,114,10.1,10.6
2026tuis5,10415,51.4,14.3,14.3
2026tuis5,10425,60.4,14.6,14.6
2026tuis5,10542,115,9.7,9.7
2026tuis5,10604,92.4,10.4,10.1
2026tuis5,10623,66.4,8.8,7.5
2026tuis5,10675,65.7,11,11
2026tuis5,10692,103.8,12.3,12.1
2026tuis5,10906,78.3,11.7,11.5
2026tuis5,10932,76.7,16.5,15.7
2026tuis5,10951,85.7,6.9,6.9
2026tuis5,11303,61.3,11.7,15
2026tuis5,11371,112.4,17.2,16.3
2026tuis5,11382,72.3,10.6,10.6
2026tuis5,11389,63.9,14.8,14.8
2026tuis5,11404,62.4,14.1,14.1
2026txcl2,118,112.6,10.5,11.1
2026txcl2,127,99.5,9.9,10.1
2026txcl2,231,100.4,10,10.1
2026txcl2,324,115,14.2,14.2
2026txcl2,457,90.4,12.1,11
2026txcl2,2585,98.8,12.7,12.7
2026txcl2,2587,84.2,12.9,12.9
2026txcl2,2882,76.6,14.5,14.4
2026txcl2,2969,63.8,9.9,10.8
2026txcl2,3481,109.4,18.2,18.2
2026txcl2,3676,97.6,12.5,15.3
2026txcl2,3728,83.3,11.4,12.5
2026txcl2,3735,106.7,11.6,11.3
2026txcl2,3847,114.4,11.3,11.4
2026txcl2,4587,114.6,8.2,8.4
2026txcl2,5070,63.5,9.2,10
2026txcl2,5427,106.9,12.5,12
2026txcl2,5829,109.3,12.1,12.1
2026txcl2,5908,67.2,10.9,10.9
2026txcl2,5986,67.9,11.9,11.9
2026txcl2,6488,66.8,9.3,9.5
2026txcl2,7091,61.8,10.6,10.6
2026txcl2,7312,102.4,12.5,12.7
2026txcl2,7616,69.3,11.2,10.4
2026txcl2,7691,114.6,14.2,14.7
2026txcl2,8515,101.5,10.7,10.5
2026txcl2,8576,114.7,12.4,12.4
2026txcl2,9181,85.2,9.7,11.5
2026txcl2,9307,91.2,13.5,13.6
2026txcl2,9512,114.6,11.9,11.5
2026txcl2,9658,77.7,12.8,12.8
2026txcl2,10904,61.6,11,10.5
2026txcl2,11132,76.1,12.1,12.6
2026txcl2,11242,84.7,9.5,9.6
2026txcmp1,118,113.8,11.4,11.4
2026txcmp1,324,114.7,14.7,14.7
2026txcmp1,624,114.7,14.1,13.7
2026txcmp1,1255,43.9,13.2,13.2
2026txcmp1,1296,112.3,9.5,9.7
2026txcmp1,1477,110.6,13.1,13.1
2026txcmp1,2468,114.7,13.8,12.7
2026txcmp1,2582,110.1,22,22.6
2026txcmp1,2587,86.9,12.9,13
2026txcmp1,2687,95,9.5,12.1
2026txcmp1,2728,106.8,15.3,14.9
2026txcmp1,2881,103.3,12.5,13
2026txcmp1,3005,101.3,15.4,15.7
2026txcmp1,3481,111.1,18.1,18.2
2026txcmp1,3676,98,12.7,15.4
2026txcmp1,3679,101,13.7,13.4
2026txcmp1,3735,103.2,11.7,11.3
2026txcmp1,3847,114,11.2,11.4
2026txcmp1,4295,90.3,12.5,12.7
2026txcmp1,4734,112.8,13.2,13.7
2026txcmp1,5261,94.2,9.8,11.8
2026txcmp1,5417,110.2,7.2,7.3
2026txcmp1,5829,112.3,12.8,12.8
2026txcmp1,5892,108,11.9,11.9
2026txcmp1,6377,114.3,12.6,12.6
2026txcmp1,6672,105.2,20.5,20.7
2026txcmp1,6800,112.5,14.6,14
2026txcmp1,6901,98.7,10.2,9.5
2026txcmp1,7503,111.8,12.6,11.2
2026txcmp1,7506,114.7,12.2,12.5
2026txcmp1,7691,105.2,18.6,18.6
2026txcmp1,8088,95.2,14.3,14
2026txcmp1,8370,113.8,13.4,13.5
2026txcmp1,8507,102.7,10.8,11.1
2026txcmp1,9418,115,16.3,16.3
2026txcmp1,9444,83.7,12.7,12.7
2026txcmp1,9492,103.9,14.4,14.3
2026txcmp1,9577,113.6,13.4,14.2
2026txcmp1,10014,103.6,12.4,13.1
2026txcmp1,10032,111,9.1,9.1
2026txcmp1,10340,114.2,10.8,10.8
2026txcmp1,10994,65.3,13.6,13.6
2026txcmp1,11200,64.2,13.4,10.9
2026txcmp1,11242,88.4,9.8,9.5
2026txcmp1,11277,91,11,10.3
2026txcmp2,127,103.9,10.1,9.9
2026txcmp2,148,112.4,20.9,21
2026txcmp2,231,102.7,10,10.1
2026txcmp2,418,114.4,12.3,12.3
2026txcmp2,457,90.7,12.2,11.1
2026txcmp2,2158,113.9,15,14.9
2026txcmp2,2583,113.3,16.1,16
2026txcmp2,2689,76,12.3,12.3
2026txcmp2,2714,114.7,14.2,14.9
2026txcmp2,2848,115,19.9,19.5
2026txcmp2,3035,109.3,13.5,13.2
2026txcmp2,3310,114.6,9.9,10.4
2026txcmp2,3561,94.1,12.3,12.7
2026txcmp2,4063,108.1,12.6,12.9
2026txcmp2,4153,99.5,8.8,8.8
2026txcmp2,4192,114.4,16.2,16.2
2026txcmp2,4206,105.1,15.3,15.5
2026txcmp2,4639,106.6,10.6,10.7
2026txcmp2,5411,102.6,14.6,14.3
2026txcmp2,5414,106.8,13.5,13.6
2026txcmp2,5427,106,12.6,12
2026txcmp2,5503,80,10.7,10.7
2026txcmp2,5572,103.4,12.8,12.8
2026txcmp2,6357,110.2,9.7,9.9
2026txcmp2,6369,113.8,10.2,10.1
2026txcmp2,6773,114.7,10.7,10.8
2026txcmp2,7312,106.6,12.5,12.6
2026txcmp2,7492,114.9,13.9,13.7
2026txcmp2,7616,96.2,9.8,9.8
2026txcmp2,8114,111.3,9.8,9.9
2026txcmp2,8177,111.5,14.6,14.7
2026txcmp2,8576,114.4,12.5,12.5
2026txcmp2,8749,112.3,8.8,9.2
2026txcmp2,8769,87.4,11.5,10.2
2026txcmp2,8818,91,15.6,15.4
2026txcmp2,8858,112.7,12.6,12.6
2026txcmp2,9128,114.9,10.7,10.8
2026txcmp2,9136,104.6,14.8,15.4
2026txcmp2,9140,103.9,9.1,9.2
2026txcmp2,9506,112.3,14.6,14.6
2026txcmp2,10385,105.5,11.3,11.2
2026txcmp2,10518,108.4,11.2,10.8
2026txcmp2,10913,89.3,15.4,15.6
2026txcmp2,11169,77.4,15.5,15.5
2026txcmp2,11178,63.8,11,11.3
2026txdri,2158,115,15.8,16
2026txdri,2468,111.6,13.5,14.6
2026txdri,2687,93.8,9.6,11.9
2026txdri,2689,74.4,11.7,11.8
2026txdri,2950,100.7,11.5,11.5
2026txdri,3035,104.9,13.6,13.9
2026txdri,4219,103.1,10,9.9
2026txdri,4328,65.7,10.5,10.5
2026txdri,4332,112,10.2,10.2
2026txdri,4364,72.1,7.4,7.2
2026txdri,4597,63.2,11.4,11.4
2026txdri,4639,104.5,10.5,10.5
2026txdri,5503,90.6,10.8,10.8
2026txdri,5894,61.8,9.9,10
2026txdri,6357,108.7,8.6,8.9
2026txdri,7088,89.3,15.3,15.3
2026txdri,7138,76.4,11.2,11.7
2026txdri,7521,106.7,13.4,13.2
2026txdri,8088,93.4,14.5,14.2
2026txdri,8114,114,9.7,9.8
2026txdri,8507,90.4,10.8,11
2026txdri,9137,108.7,13.2,13.2
2026txdri,9311,109.5,13.6,13.4
2026txdri,9444,89,12.9,12.9
2026txdri,9478,97.9,14.3,14.8
2026txdri,9577,114.2,13.3,14.2
2026txdri,10032,110.5,9.7,9.2
2026txdri,10385,102.5,11.3,11.3
2026txdri,10913,85.2,32.2,32
2026txdri,11169,76.4,11.3,11.7
2026txdri,11224,77.4,15.2,14.5
2026txfar,1296,103.5,9.4,9.7
2026txfar,1745,108.3,11.5,11.1
2026txfar,2582,110.8,21.9,22.5
2026txfar,2848,112,20,19.6
2026txfar,3005,92.6,15.2,15.5
2026txfar,3282,46.6,11.2,11.4
2026txfar,4641,75,16.4,16.4
2026txfar,4717,114.9,12.1,12.3
2026txfar,5411,102.8,14.4,14.1
2026txfar,5431,113.5,12.4,12.3
2026txfar,5682,65.8,7.6,7.6
2026txfar,5790,111.5,10,9.9
2026txfar,6171,76.6,12.7,12.3
2026txfar,6526,78.5,7.1,7.1
2026txfar,6773,115,10.7,10.7
2026txfar,7091,62,9.7,9.7
2026txfar,7119,106.6,10.7,10.2
2026txfar,7121,108.9,12.2,12.2
2026txfar,7125,73.6,13.1,12.6
2026txfar,7503,109.6,11.5,11.5
2026txfar,7506,111.6,12.3,12.3
2026txfar,8408,91.7,11.9,11.9
2026txfar,8749,108.5,9.2,9.1
2026txfar,8816,114.6,11.7,12.6
2026txfar,8858,109.9,12.5,12.5
2026txfar,9034,115,14.3,14.2
2026txfar,9105,102.3,14.3,13.9
2026txfar,9128,105.5,10.8,10.8
2026txfar,9289,113.6,12.5,10.4
2026txfar,9492,99.2,14.2,14.2
2026txfar,10340,107.5,10.9,10.9
2026txfor,148,110.3,22.3,22.3
2026txfor,1164,113.6,15.5,15.4
2026txfor,2714,114.8,14.1,14.8
2026txfor,2728,103.8,13.9,13.8
2026txfor,3005,91.5,15.2,15.5
2026txfor,3310,106.4,9.8,10.3
2026txfor,3676,82.5,11.4,11.5
2026txfor,4076,81.9,11.7,11.1
2026txfor,4153,109.6,8.2,8.1
2026txfor,4192,113.6,16.6,16.9
2026txfor,4206,103.4,14.6,15
2026txfor,4641,63.5,16.4,16.4
2026txfor,5212,53.9,15.2,15.2
2026txfor,6672,99.6,22.7,22.9
2026txfor,6901,90.8,9.6,10.9
2026txfor,7119,103.1,10.4,10
2026txfor,7121,97.4,12.2,12.2
2026txfor,7503,107.1,11.4,9.8
2026txfor,7534,50.3,9.6,13.1
2026txfor,7540,76.2,9.6,9.6
2026txfor,8858,111,12.4,12.4
2026txfor,9137,107.7,13.1,13.1
2026txfor,9786,60.9,9.2,9.2
2026txfor,10032,102.3,9.6,9
2026txhou,118,110.5,11,11
2026txhou,231,97,9.9,9.9
2026txhou,624,114.7,13.7,13.4
2026txhou,1255,41.2,13.1,13
2026txhou,2585,102.6,12.1,12.5
2026txhou,2882,81.6,14.4,14.4
2026txhou,4328,78.1,10.4,10.7
2026txhou,4587,79.7,8.1,7.6
2026txhou,5070,56.1,9,9.7
2026txhou,5261,91.5,9.7,13.3
2026txhou,5414,111.7,14.7,14.8
2026txhou,5726,90.2,14.4,14.7
2026txhou,5908,84.7,10.8,11.2
2026txhou,5923,105.4,13.7,14.1
2026txhou,6488,71.1,8.4,8.6
2026txhou,6645,80.2,12.4,12.4
2026txhou,7115,54.5,10.9,10.8
2026txhou,7691,113.8,14.5,14.6
2026txhou,8177,106.8,15.1,15.3
2026txhou,8515,99.3,10.7,10.5
2026txhou,8576,111.4,11.8,11.9
2026txhou,8818,72.4,15,12.9
2026txhou,9512,114.4,11.6,11.3
2026txhou,9521,62.9,8.5,7.1
2026txhou,10118,102,9,9
2026txhou,10904,58.6,11,10.4
2026txhou,11132,67.5,12,12.6
2026txhou,11178,61.6,10.9,11.2
2026txhou,11242,81,9.3,9.3
2026txhou,11277,79,11,10.3
2026txmca,118,111.5,11.1,11.4
2026txmca,2158,73.3,15.7,15.7
2026txmca,2583,113.8,16,15.9
2026txmca,4063,101.4,12.7,12.7
2026txmca,4295,78.6,12.6,12.7
2026txmca,4332,100,10.3,10.3
2026txmca,4597,60.2,10.9,10.9
2026txmca,5427,101.9,12.1,11.3
2026txmca,5829,113.1,12.1,12.1
2026txmca,5894,62.6,9.7,10.5
2026txmca,6180,63.2,7.5,9.1
2026txmca,7521,78.7,13.3,13.6
2026txmca,8573,96.1,12.9,12.9
2026txmca,8591,44.7,14.3,14.3
2026txmca,8750,101.4,13.2,13.2
2026txmca,8818,79.7,11.1,11.1
2026txmca,10118,99,10.7,10.8
2026txmca,10385,100.9,11.4,11.2
2026txsan,457,86,12.1,11.1
2026txsan,1745,104.1,11.5,11
2026txsan,2582,109.7,21.9,22.5
2026txsan,2657,79.6,12.2,11.7
2026txsan,2969,64.9,9.2,10.3
2026txsan,3035,108.1,12.5,11.2
2026txsan,3240,53.4,10.4,10.4
2026txsan,3481,109.1,18.7,18.7
2026txsan,3545,84,11.6,10.8
2026txsan,3561,89.1,12.2,12.4
2026txsan,3679,87.2,13.2,13.2
2026txsan,3735,103.9,11.3,10.6
2026txsan,4219,92.6,10,9.9
2026txsan,4610,100.4,15.8,15.8
2026txsan,4717,111.8,12.5,12.5
2026txsan,4734,112.4,13.7,14.1
2026txsan,5572,100.3,11.2,11.4
2026txsan,5726,86.6,14.4,14.8
2026txsan,6155,63.8,8.5,8.9
2026txsan,6357,108.9,7.6,7.7
2026txsan,6369,110.2,10.5,10.5
2026txsan,6974,99,13.1,13.9
2026txsan,8088,77.9,11.9,11.7
2026txsan,8114,110.1,9.7,9.8
2026txsan,8507,108.1,11,11.4
2026txsan,8732,82,10,10.1
2026txsan,9034,113.7,13.9,14.1
2026txsan,9136,109.6,12.5,11.7
2026txsan,9140,63.8,9.3,9.4
2026txsan,9311,45.2,13.8,13.7
2026txsan,9419,84.5,9.5,9.9
2026txsan,9444,76.3,12.8,12.8
2026txsan,9658,80.5,13.8,13.8
2026txsan,10312,109.5,10.3,10.3
2026txsan,10518,94.6,11,11.5
2026txsan,11169,77.7,11.1,11.6
2026txsan,11309,68.8,11.8,7.9
2026utwv,359,114.9,15,15
2026utwv,1566,103.5,13.5,13.5
2026utwv,1569,86.1,13.1,13.1
2026utwv,1708,112.1,12.2,12.1
2026utwv,1891,113.3,12.4,12.4
2026utwv,2122,107.2,15.8,16.8
2026utwv,2594,95.6,9.6,10
2026utwv,2726,110.8,13.6,13.6
2026utwv,2972,111.9,10.7,10.7
2026utwv,3006,108.4,20.5,20.2
2026utwv,3166,112.6,10.8,12
2026utwv,3243,114,12.8,12.4
2026utwv,3245,114,12.6,13.4
2026utwv,3288,100.7,22.6,21.1
2026utwv,3424,114.1,12.6,12.6
2026utwv,4175,113.2,11,9.6
2026utwv,4550,105.9,13.7,13.3
2026utwv,4585,106.4,8.2,7.5
2026utwv,4598,112.6,14.6,14.6
2026utwv,5071,106.9,9.1,8.9
2026utwv,5933,100.6,12,11.3
2026utwv,6487,111.4,14.8,14
2026utwv,7183,106.4,12,12.2
2026utwv,7426,114.3,15.4,15.3
2026utwv,7436,86.5,14.5,15.4
2026utwv,7634,80,13.3,13.3
2026utwv,7755,73.6,13.6,13.6
2026utwv,7895,107.9,9.8,10
2026utwv,7906,96.7,10.5,9.8
2026utwv,8805,87.5,14,14
2026utwv,8839,112.2,9.6,9.4
2026utwv,8885,81.4,10.6,9.9
2026utwv,9037,90.7,10.6,9.6
2026utwv,9138,52.5,7.2,8.2
2026utwv,9277,105.1,11.5,11.6
2026utwv,9726,102.5,13.4,13.4
2026utwv,10034,103.4,9.6,10.3
2026utwv,10256,114,15.5,15.7
2026utwv,10384,84,10.9,10.8
2026utwv,10933,111.6,12.8,13.4
2026utwv,10988,108.7,8.7,8.6
2026utwv,11100,107.6,18.7,19.1
2026vaale,116,108.5,9.1,9.1
2026vaale,122,107.9,13.8,13.8
2026vaale,449,115,11.5,11.5
2026vaale,526,101,11.5,11.7
2026vaale,539,112.9,10.1,10.1
2026vaale,611,113.8,12.6,12.5
2026vaale,612,91.1,9.9,10
2026vaale,620,105,19.4,19.4
2026vaale,1731,114.9,11.7,11.7
2026vaale,1793,81.3,12.9,12.4
2026vaale,1885,101.7,10.1,10.1
2026vaale,1895,86.4,10.2,10.7
2026vaale,1908,101.4,14.4,14.2
2026vaale,2028,103.7,10,9.7
2026vaale,2068,79.1,10.7,10.7
2026vaale,2186,96,12.5,12.9
2026vaale,2363,101.4,10.9,10.8
2026vaale,2377,114.4,16.3,16.1
2026vaale,2534,94.9,10.1,9.8
2026vaale,2890,114.2,10.5,9.3
2026vaale,2963,82.9,8.8,9.4
2026vaale,2988,68.5,10.4,10.4
2026vaale,3136,112.7,11.8,11.8
2026vaale,3258,64.9,11.3,11
2026vaale,3359,63.5,8.5,9
2026vaale,3373,90.5,9,8.9
2026vaale,4099,106.6,14.7,14.6
2026vaale,4472,103.2,12.5,12.2
2026vaale,4638,82,12.3,12.5
2026vaale,5243,112.3,10.4,10.2
2026vaale,5338,103.5,15.7,15.2
2026vaale,5353,79.2,11,10.7
2026vaale,5549,99,10.4,10.5
2026vaale,5587,81.8,11.3,11.7
2026vaale,6882,69.9,13.4,13.2
2026vaale,8230,103,13.4,13
2026vaale,8326,101.2,9.9,9.9
2026vaale,9072,113,16.6,16.8
2026vaale,9403,109.8,10.3,10.1
2026vaale,10449,57.8,6.8,6.8
2026vabla,346,114,13.5,14
2026vabla,401,98,12.5,12.5
2026vabla,422,108.5,10.5,11
2026vabla,540,99.5,18.5,18.5
2026vabla,617,65,9.5,9.5
2026vabla,619,112,11,11
2026vabla,977,99.5,15,15
2026vabla,1262,101.5,11.5,11.5
2026vabla,1522,72.5,14,16
2026vabla,1885,104.5,10,10
2026vabla,2106,114,16.5,17.5
2026vabla,3072,73.5,10.5,10.5
2026vabla,3136,103.5,12,12
2026vabla,3258,81,9.5,9.5
2026vabla,3361,66.5,10,10.5
2026vabla,3939,105.5,15.5,16.5
2026vabla,4456,111.5,14.5,12
2026vabla,5115,85.5,11.5,10
2026vabla,5724,104.5,11,11.5
2026vabla,5804,109,14,13.5
2026vabla,5830,91.5,10.5,10.5
2026vabla,6802,102,12,11.5
2026vabla,9003,109.5,10,10
2026vabla,9709,93,12.5,13
2026vabla,10004,106.5,11.5,11.5
2026vabla,10257,115,12.5,12.5
2026vabla,10370,63.5,12.5,12.5
2026vabla,11252,61,12.5,12
2026vabla,11415,102.5,15,15
2026vabla,11443,62.5,9.5,10
2026vache,122,108,13.5,13.5
2026vache,404,72,11,11
2026vache,422,106.4,10.6,11.3
2026vache,526,107.2,12.6,13.2
2026vache,539,113,10,10
2026vache,611,110.5,12,12.3
2026vache,612,93.8,9.9,9.8
2026vache,620,111.4,18.3,18.4
2026vache,1086,112.3,14.9,13.5
2026vache,1599,103.5,12,13.5
2026vache,1793,100.6,13,12.5
2026vache,1895,85.4,10,10.5
2026vache,1908,109,14.2,14
2026vache,2028,95,10,9.6
2026vache,2068,80.4,10.5,10.5
2026vache,2363,106.3,10.7,10.5
2026vache,2890,113.8,10.6,9.5
2026vache,2998,111.2,12,12
2026vache,3359,71,8.2,8.6
2026vache,4099,104.2,15.2,15.1
2026vache,4286,75.5,11.4,10.6
2026vache,6326,76.4,10.5,10.5
2026vache,8230,101.9,13.1,13.2
2026vache,9003,111.5,10,10
2026vache,9214,83.8,10.3,10.2
2026vache,9403,114.5,11.5,11.4
2026vache,10224,114.1,10.4,10.3
2026vache,11252,62,7.7,7.5
2026vache,11415,99.1,15,15
2026vache,11425,62.2,9.8,9
2026vagle,339,85.3,10.1,9.7
2026vagle,346,109.5,13.7,13.9
2026vagle,401,105.6,11.3,11.8
2026vagle,404,79.3,10.1,10.1
2026vagle,540,100.9,19,19
2026vagle,617,87,9.9,9.9
2026vagle,619,110,11.2,11.1
2026vagle,977,93.7,15,15
2026vagle,1086,111.3,16,13.7
2026vagle,1262,90.7,11.3,11.5
2026vagle,1522,86.8,14,16.2
2026vagle,1599,113.5,12.4,13.9
2026vagle,1915,100.1,13.2,13.3
2026vagle,2106,113.6,17.9,17.8
2026vagle,2998,96.8,12.1,12.1
2026vagle,3072,73.6,10.2,10.4
2026vagle,3361,65.1,9.9,9.8
2026vagle,3939,104.6,16.2,16.2
2026vagle,4286,74.2,11.4,10.5
2026vagle,5724,98.9,10.5,10.7
2026vagle,5804,103.7,10.2,8.7
2026vagle,6802,96.6,11.8,11.5
2026vagle,8326,94.7,10.2,10
2026vagle,8592,114,17.3,17.3
2026vagle,9214,80.3,9.7,10.2
2026vagle,9709,93.4,12.9,13
2026vagle,10004,103,11.7,11.7
2026vagle,10224,113.8,10.5,10.5
2026vagle,10257,108.6,12.5,12.3
2026vagle,11425,75.7,9.9,9.1
2026waahs,360,113.7,12.9,12.9
2026waahs,949,112.1,15.6,14.2
2026waahs,1778,108.2,12.7,12.1
2026waahs,2046,111.8,15.3,15.5
2026waahs,2906,70.2,12.4,11.8
2026waahs,2910,115.4,15.1,15.3
2026waahs,2927,110.7,12.2,12.4
2026waahs,2929,86.1,11.6,11.9
2026waahs,2980,79,8.4,8
2026waahs,3049,95.8,11.5,11.9
2026waahs,3070,111.5,11,10.9
2026waahs,3219,99.5,19.2,19.2
2026waahs,3393,85.5,10.6,11.4
2026waahs,3574,106.6,14.8,15
2026waahs,3663,111.4,14.7,14.7
2026waahs,3786,111.5,13.6,13.4
2026waahs,3876,74,12.7,11.5
2026waahs,4089,99.7,15.5,15.3
2026waahs,4173,95.7,12.3,12.2
2026waahs,4450,114.9,16.1,16
2026waahs,4469,111.8,11.8,11.8
2026waahs,4512,106.6,10.6,10.5
2026waahs,4579,51.3,10.5,9
2026waahs,4682,107.8,14.1,13.2
2026waahs,5295,61.4,8.4,9
2026waahs,5683,112.9,11.3,12.2
2026waahs,7627,98.9,9.4,10.5
2026waahs,8051,113.4,16.8,16
2026waahs,8302,67.1,10.8,10.8
2026waahs,8303,58.9,9.7,9.7
2026waahs,8896,88,11.4,11.6
2026waahs,9023,113.5,8.6,8.3
2026waahs,9446,100.6,12.4,12.5
2026waahs,10079,107.5,13.7,12.9
2026waahs,10455,65.7,9.5,8.8
2026waahs,11347,56.7,7.1,7.3
2026wabon,360,110.8,13,13.1
2026wabon,492,114.4,14.1,14.4
2026wabon,948,114.2,15.2,15.4
2026wabon,1318,113.2,10,10
2026wabon,1983,97.3,11.3,10.5
2026wabon,2046,113.9,14.6,14.6
2026wabon,2147,107.6,10.7,10.8
2026wabon,2412,104.5,22.3,22.1
2026wabon,2557,113.8,12.8,13.2
2026wabon,2906,67.8,12.5,12.3
2026wabon,2927,100.6,12.4,12.4
2026wabon,2928,114,13.7,13.5
2026wabon,2929,115,11.5,11.9
2026wabon,2976,105,13.6,13.2
2026wabon,3049,100.9,12.2,12.5
2026wabon,3218,115,9.5,9.5
2026wabon,3393,85.1,12.9,12
2026wabon,4450,113.1,16.4,17.2
2026wabon,4911,115,15,15.2
2026wabon,4980,97.7,12.5,12.7
2026wabon,5588,86,9.8,9.4
2026wabon,5683,109.6,11,12
2026wabon,5941,114.1,12,11.2
2026wabon,6350,77.5,11,11.6
2026wabon,7461,93,13.9,14.7
2026wabon,8248,112.8,12.8,12.5
2026wabon,8302,54.9,10.7,10.7
2026wabon,8303,57.2,9.4,9.4
2026wabon,8896,51.8,11.2,11.6
2026wabon,9446,100.2,12.4,12.5
2026wabon,9450,114.3,14.9,14.6
2026wabon,10416,100.7,13.2,12.8
2026wabon,10423,72.5,10.6,10.6
2026wabon,10455,76.4,8.7,8.1
2026wasam,488,108.2,13.3,13.4
2026wasam,492,112.8,14,14.6
2026wasam,948,113.4,15.1,15.1
2026wasam,949,111.1,15.4,14
2026wasam,1294,114.2,13.7,13.7
2026wasam,1318,109.5,10,10
2026wasam,1899,113.6,14.1,13.2
2026wasam,1983,102.2,12.2,12.3
2026wasam,2046,114.4,14.8,14.9
2026wasam,2412,101.5,22.1,22.1
2026wasam,2522,114.6,11.4,11.5
2026wasam,2903,81.5,12.6,12.6
2026wasam,2928,112.1,14.4,13.6
2026wasam,2976,106.7,13.8,13.7
2026wasam,3268,67.3,9.2,9.2
2026wasam,3681,111.9,12.5,12.3
2026wasam,3826,102.7,13.5,13.7
2026wasam,4180,107.2,11.3,11.5
2026wasam,4469,110.8,11.8,11.7
2026wasam,4911,112.1,15.7,16
2026wasam,5588,101.3,9.8,9.4
2026wasam,5937,114.5,11.5,10.9
2026wasam,6350,74.1,10.9,11.3
2026wasam,7461,97.7,13.8,14.9
2026wasam,8032,110.4,12.2,12.2
2026wasam,8248,110.6,12.2,12.6
2026wasam,9036,96.3,12.1,12.5
2026wasam,9317,97.4,16.2,16.3
2026wasam,9442,79.9,13.5,15.3
2026wasno,488,110.1,13.2,13.3
2026wasno,1294,115,12.5,12.5
2026wasno,1778,107.1,12.4,11.9
2026wasno,1899,114.3,13.8,12.9
2026wasno,2522,114.5,11.7,11.7
2026wasno,2903,70.6,9,8.3
2026wasno,2910,114.1,14.6,14.7
2026wasno,2930,112,8.9,9
2026wasno,2980,76.1,8.3,7.9
2026wasno,3070,109.9,10.6,10.7
2026wasno,3219,97.9,19.3,19.3
2026wasno,3268,63,9.1,8.7
2026wasno,3681,109.7,11.8,11.2
2026wasno,3786,110.5,14.2,14.3
2026wasno,3826,94.8,13.7,13.6
2026wasno,4089,103.7,14.9,14.8
2026wasno,4131,94,11.4,11.4
2026wasno,4173,91.6,11.9,12
2026wasno,4180,108.6,10.5,11
2026wasno,4512,107.6,10.1,10.4
2026wasno,4579,58.2,9.1,10.5
2026wasno,4682,112.8,13.7,13.2
2026wasno,4915,107.1,16.1,16.3
2026wasno,5941,114.5,12.8,12
2026wasno,7627,96.6,9.3,10.2
2026wasno,8051,112.2,16.1,16
2026wasno,9036,94.5,12.2,12.4
2026wasno,9317,99.5,16.4,16.2
2026wasno,9442,69.8,15.3,15.4
2026wasno,10079,98.3,14.2,12.9
2026wayak,753,114.8,10.7,10.9
2026wayak,1595,114.3,13.6,14.1
2026wayak,2147,115,10.8,10.8
2026wayak,2811,113.7,18.9,18.4
2026wayak,2926,83,12.3,12.3
2026wayak,3218,113.9,9.5,9.5
2026wayak,3712,97.8,14.8,14.8
2026wayak,3876,73.5,12.2,11.1
2026wayak,4060,105.7,12.3,12.1
2026wayak,4061,96.3,10.7,10.6
2026wayak,4125,111.2,14.4,14.2
2026wayak,4131,93.6,11.6,11.6
2026wayak,4513,90.8,12.2,12.4
2026wayak,4692,113.8,12.1,12.1
2026wayak,4980,99.6,12.4,12.3
2026wayak,5295,56.9,8.1,9
2026wayak,5468,107.6,16.1,15.8
2026wayak,5920,103.7,11.4,11.7
2026wayak,6443,110.2,12.4,12.5
2026wayak,6845,92.8,12.3,12.2
2026wayak,8532,70.3,11.7,11.6
2026wayak,9023,112.8,8.8,8.2
