Event,Team,Robot weight,Red bumper weight,Blue bumper weight
2026casgv,1197,113.1,11.2,10.9
2026casgv,1538,105.6,11,11
2026casgv,1836,99.3,12.7,12.7
2026casgv,2102,108.4,18.6,19.2
2026casgv,3473,113.3,8.7,9.2
2026casgv,3952,111.9,11.1,11.1
2026casgv,4079,87,14.2,14.3
2026casgv,4123,110.3,12,10.7
2026casgv,4141,112.8,12.4,13.7
2026casgv,4415,108.3,10.5,10.1
2026casgv,4470,114.2,10.7,10.6
2026casgv,4501,77.1,12.8,12.8
2026casgv,4999,113.3,12,11.7
2026casgv,5124,86.9,11.2,13
2026casgv,5285,113.9,6.2,6.2
2026casgv,5669,110.4,19.3,19.4
2026casgv,5851,95.4,12.1,12.1
2026casgv,6904,88.8,14.9,12.9
2026casgv,7230,108.3,13,13
2026casgv,7447,103.7,11.9,13.4
2026casgv,8006,109.7,9.1,9.1
2026casgv,8898,63,9.1,9.4
2026casgv,9408,114.4,14.9,15.1
2026casgv,9573,71.5,15.4,15.4
2026casnd,812,103.8,13.1,12.8
2026casnd,1622,88.6,13.8,14.1
2026casnd,1972,80.5,10.3,10.3
2026casnd,2102,108,19.4,18.9
2026casnd,2485,112.1,13.3,12.8
2026casnd,2543,114.5,11.5,10.9
2026casnd,2658,115,12,12.3
2026casnd,2827,88,15.7,15.6
2026casnd,2839,110.9,10.3,10.3
2026casnd,2984,114.2,15.3,15.3
2026casnd,3128,112.2,11.8,11.9
2026casnd,3341,106.6,11.8,11.9
2026casnd,3647,108.3,14.4,14.3
2026casnd,3704,92.7,7.6,7.7
2026casnd,3749,98.9,11.2,11.8
2026casnd,3965,98.7,10.3,11.5
2026casnd,4160,114.4,13,13
2026casnd,4419,106.3,10,10.1
2026casnd,4738,100.7,12.2,13
2026casnd,4919,81.8,9.6,9.6
2026casnd,4984,108.6,15.1,14.6
2026casnd,5025,113,15.5,15.7
2026casnd,5474,105.3,10.7,10.7
2026casnd,5514,92,12.3,12.3
2026casnd,6515,94,11.9,12.1
2026casnd,6695,108.3,13.2,13.5
2026casnd,6885,70,11,11
2026casnd,6995,107.8,9.7,9.6
2026casnd,8006,107.6,9.1,9.1
2026casnd,8119,113.3,14.1,13.9
2026casnd,8870,72.7,9.8,9.8
2026casnd,8891,114.3,9.8,9.5
2026casnd,9452,111.3,19.1,19
2026casnd,9573,78.5,15.4,15.4
2026casnd,9615,65.9,17.2,17.2
2026casnd,9730,80.7,9.1,8.3
2026casnd,10392,61.3,4.9,4.6
2026casnd,10586,74.2,8,8
2026casnd,10625,64.3,10.6,10.6
2026casnd,11459,60,9.5,9.5
2026casnf,114,113.3,11.2,11.6
2026casnf,253,101.7,11.7,11.7
2026casnf,649,92.9,11.8,11.7
2026casnf,840,107.3,11.8,10.5
2026casnf,841,104.2,13.9,14
2026casnf,1280,109.8,12.5,12.5
2026casnf,1323,113.7,18.8,18.7
2026casnf,2035,86.3,9,10.3
2026casnf,2551,114.2,9.9,10
2026casnf,3970,111,14,13.8
2026casnf,4159,110.6,10.8,10.8
2026casnf,4186,85.3,15.4,15.4
2026casnf,4669,94.3,10.5,10
2026casnf,4904,86.9,10.3,10.7
2026casnf,4973,92.6,16.2,16.2
2026casnf,5104,114.8,11.5,11.8
2026casnf,5171,97.2,11.8,12.3
2026casnf,5507,115,16,16
2026casnf,5700,95.9,10.4,11
2026casnf,5940,107.9,11.1,11
2026casnf,6506,59.5,10.6,10.4
2026casnf,6918,55.4,9.3,9.6
2026casnf,7245,77.5,14.7,14.8
2026casnf,7667,113.4,11,10.5
2026casnf,8016,114.6,12.4,12.4
2026casnf,8033,114.9,14.3,14.5
2026casnf,8045,97.7,8.5,8.5
2026casnf,8751,80.1,12.5,10.2
2026casnf,8840,98.6,12.7,13.3
2026casnf,8852,114.1,11,11.2
2026casnf,9114,70.3,9.1,8.8
2026casnf,10221,102.4,12.6,10.8
2026casnf,10281,61.4,13.5,14.4
2026casnf,10615,76.8,10.2,8.7
2026casnf,11230,83.2,14.3,15.5
2026casnf,11463,75.2,11.3,11.3
2026casnv,100,109.2,9.7,10.1
2026casnv,115,114.5,9.8,9.8
2026casnv,254,113.9,10,10
2026casnv,581,109.6,11.3,11.2
2026casnv,668,114.1,12.6,12.8
2026casnv,766,106.5,10.5,10.4
2026casnv,972,114.2,13.9,13.9
2026casnv,1351,99.9,9.5,9.9
2026casnv,1671,107.5,21.8,21.8
2026casnv,1700,114.8,9.9,9.5
2026casnv,1854,81.2,12.3,11.9
2026casnv,1868,109.5,17.1,17.1
2026casnv,1967,115,11.8,11.8
2026casnv,2367,112.8,11.9,11.3
2026casnv,2643,100.4,13.4,13.4
2026casnv,2813,112.8,12.2,12.6
2026casnv,2854,102.5,10.6,10.7
2026casnv,3256,115,14.7,15.2
2026casnv,4990,110.5,12.1,12.3
2026casnv,5026,104.3,9.2,9.2
2026casnv,5419,109.1,4.7,4.6
2026casnv,5499,113.8,13.3,13.6
2026casnv,6059,109.3,10.4,9.6
2026casnv,6238,106.5,13.2,12.9
2026casnv,6418,114.2,12.4,13.5
2026casnv,6665,109.8,10.6,10.6
2026casnv,6814,113.8,10.1,10.2
2026casnv,6822,88.2,11.1,11.2
2026casnv,6962,111.8,11.1,10.9
2026casnv,7528,67.5,9.8,9.8
2026casnv,7607,35.6,15.4,19.5
2026casnv,8048,90.4,13.3,13.5
2026casnv,8404,103.8,11.6,11.1
2026casnv,9470,111.4,14.7,14.4
2026casnv,10372,75.3,12.5,13.9
2026casnv,10644,53.1,13.9,13.4
2026casnv,11247,64.3,8.8,8.8
2026caven,22,70.1,11.3,10.7
2026caven,192,97.7,13.3,13.3
2026caven,589,115,10.8,11
2026caven,599,114.8,12.1,12.2
2026caven,691,109.9,12.4,13.4
2026caven,973,107.6,12.7,12.5
2026caven,1160,110.9,12.6,13.2
2026caven,1388,114.2,11.6,11.5
2026caven,1538,102,10.8,10.8
2026caven,1661,92.7,10.1,9.5
2026caven,3309,87.8,18.8,18.8
2026caven,3501,109.1,11.1,11
2026caven,3512,114.6,12.2,12.2
2026caven,3925,82.4,9.6,10.4
2026caven,4414,114.6,17.8,17.6
2026caven,4711,90.2,16.6,17.2
2026caven,5012,105.7,13.4,13.1
2026caven,5136,111.7,8.6,8.6
2026caven,5199,113.9,9.1,9.2
2026caven,5285,115,6.8,6.8
2026caven,5500,82.4,12.9,12.9
2026caven,5869,87.7,11,10.5
2026caven,6036,110,13.9,13.6
2026caven,6060,78.5,10.6,11.2
2026caven,6560,114,9.5,10.1
2026caven,6764,81.1,11.2,11.5
2026caven,6934,114.4,10.4,10.4
2026caven,7323,86.4,9.7,9.7
2026caven,7327,90.6,11.5,10.7
2026caven,7415,114.9,12.1,12.1
2026caven,8521,98.4,12.4,12.6
2026caven,8533,84.7,9.1,8.9
2026caven,9271,110.8,11.6,11.6
2026caven,9520,96,9.3,9.3
2026caven,10936,73.3,12.3,11.1
2026caven,11024,102.9,8.4,8.4
2026chcmp,122,114.9,14,14
2026chcmp,339,101.8,9.5,9.9
2026chcmp,346,114.4,14,13.7
2026chcmp,401,101.6,13.9,13.4
2026chcmp,422,109.7,10.2,10.2
2026chcmp,449,110.6,11.6,11.9
2026chcmp,540,104.1,18.3,18.3
2026chcmp,614,114.7,14,14.6
2026chcmp,619,115,11.2,11.3
2026chcmp,620,114.3,18.5,19
2026chcmp,686,104.9,18.8,18.4
2026chcmp,836,106,12.9,12.6
2026chcmp,888,97.8,13.2,13.2
2026chcmp,1086,112.2,13.7,15
2026chcmp,1111,93.3,11.4,11.4
2026chcmp,1262,92.2,11.7,11.4
2026chcmp,1389,114,15.2,14.4
2026chcmp,1629,103,15.1,14.8
2026chcmp,1719,86.9,13.3,13.4
2026chcmp,1727,112.1,11.5,12
2026chcmp,1731,114.1,12,11.9
2026chcmp,1895,94.1,11.1,10.1
2026chcmp,1908,112.5,14.4,14.2
2026chcmp,2068,80.9,11,11
2026chcmp,2106,114.5,17,17
2026chcmp,2199,105.8,10,10.9
2026chcmp,2377,113.9,16.9,17.1
2026chcmp,2421,95.5,12.3,12.3
2026chcmp,2537,93.3,15.5,14.9
2026chcmp,2890,112.8,9.6,9.6
2026chcmp,3136,103.5,12.1,12.2
2026chcmp,3258,87.4,9.7,9.7
2026chcmp,3361,69,10.5,10.4
2026chcmp,3748,111.3,13.7,13
2026chcmp,3939,108.6,15.8,15.9
2026chcmp,4099,112.7,13.4,13.7
2026chcmp,4472,114.9,12.3,12
2026chcmp,4541,106.1,11.9,11.9
2026chcmp,5243,114.5,10.5,10.3
2026chcmp,5338,114.3,15.3,15.7
2026chcmp,5549,111,10.6,10.5
2026chcmp,5587,85.8,10.6,10.9
2026chcmp,5724,106.1,11.1,11.6
2026chcmp,5804,109.4,13.8,13.6
2026chcmp,8590,86.7,15.4,15.4
2026chcmp,8592,114,17.8,17.8
2026chcmp,9033,104.5,15,14.5
2026chcmp,9072,113.6,18,18.2
2026chcmp,10004,107,11.7,11.7
2026chcmp,10224,112.8,10.6,10.4
2026chcmp,10679,60,12.5,12.5
2026chcmp,11318,75.6,12.9,12.9
2026chcmp,11415,104.5,15.1,15.1
2026chcmp,11425,63.1,9.8,9.8
2026code,118,113.6,10.4,10
2026code,159,114.4,8.5,8.3
2026code,662,94.4,10.7,11
2026code,1303,88.9,15.3,15.5
2026code,1339,115,14.8,14.5
2026code,1410,93.5,9.7,9.7
2026code,1619,106,11.8,11.8
2026code,1799,94,12.9,12.9
2026code,1822,85.5,11.5,11.7
2026code,1977,102.3,11.9,11.9
2026code,2036,114.7,14.8,14
2026code,2083,114,11.6,11.8
2026code,2240,104.8,10.5,10.8
2026code,2259,62.3,6.7,6.7
2026code,2261,76,9,8.7
2026code,2443,111.7,12.8,11.8
2026code,2465,115,14.5,14.5
2026code,2486,96.1,10.1,10.7
2026code,2945,76.7,11.5,11.7
2026code,2972,114.8,10.5,10.8
2026code,2996,114.3,11.2,11.7
2026code,3200,114.9,11,11
2026code,3354,107.3,12.1,12
2026code,3648,113.8,15.9,15.9
2026code,3729,113.2,14.5,14.6
2026code,3807,114.3,12.6,12.1
2026code,4068,115,14.3,14.6
2026code,4293,112.8,14,13.8
2026code,4388,107,14.3,13.9
2026code,4418,105.3,12.1,12.1
2026code,4499,114.4,15.7,16.1
2026code,4593,113.3,12.1,12.1
2026code,4944,114.7,9.7,9.2
2026code,5493,107.5,11.5,11.8
2026code,5526,114.9,16.8,17.3
2026code,6652,114.1,12,12.2
2026code,6702,103,13.7,14.2
2026code,6704,107.5,11,11
2026code,7421,115,14.7,14.9
2026code,7479,64.5,11.4,11.8
2026code,7485,86.5,13.5,13.6
2026code,7546,95,12.6,10.4
2026code,7725,111.3,13,13.6
2026code,7737,59.9,11.2,11.2
2026code,8334,80.5,9.2,9.4
2026code,9068,96.6,26.4,26.4
2026code,9301,114.8,12.7,12.8
2026code,9552,74.6,17.7,16.5
2026code,9585,75,8.9,9
2026code,9586,114.7,8.6,8.5
2026code,10333,96,10,10
2026code,10682,67,11.5,11.4
2026code,10686,105.7,17.7,17.4
2026code,11025,88.7,9.9,9.9
2026code,11220,78.5,10.8,11.3
2026cosp,159,114.8,8.5,8.5
2026cosp,498,107.1,17.4,17.4
2026cosp,662,89.3,10.5,10.5
2026cosp,1339,113.6,14.7,14.7
2026cosp,1619,114.8,11.8,11.8
2026cosp,1977,89.7,11.6,11.4
2026cosp,2083,96.5,11,11.3
2026cosp,2240,98,10.5,10.7
2026cosp,2945,109.2,10.6,11.4
2026cosp,2996,113.6,11.1,11.6
2026cosp,3288,84.8,16.5,16.3
2026cosp,3648,102.1,15.5,15.5
2026cosp,3807,97.6,10.8,11
2026cosp,4068,114.8,14.4,14.6
2026cosp,4183,111.5,11.6,11.3
2026cosp,4293,115,13.8,13.9
2026cosp,4388,112.2,15.3,15.4
2026cosp,4418,106.3,10.2,10.2
2026cosp,4499,112.9,11.7,13
2026cosp,4550,114.4,14.9,14.4
2026cosp,4944,111,9.1,9.1
2026cosp,5493,111.2,12,11.8
2026cosp,6358,98.5,10.9,10.8
2026cosp,7485,82.3,13.2,13.1
2026cosp,8044,112.5,9.3,9.3
2026cosp,8334,82.8,9.1,9.2
2026cosp,9068,91.6,26.8,26.8
2026cosp,9134,111.3,12.9,13.9
2026cosp,9501,102.3,11,10.8
2026cosp,9586,113.4,9.5,9.3
2026cosp,10114,112.1,12.4,12.3
2026cosp,10333,108.7,10.2,9.3
2026cosp,11220,67.5,11.2,11.6
2026cthar,175,114.9,16.2,16.2
2026flor,21,104.4,15.1,15.2
2026flor,79,92.8,8.8,8.5
2026flor,86,108.7,8.7,8.8
2026flor,179,114.5,14.5,14.8
2026flor,180,108.1,19.9,19.9
2026flor,233,115,8.1,8.1
2026flor,386,113.5,15.4,15.4
2026flor,431,86.5,7.5,7.5
2026flor,744,111.9,12.6,11.9
2026flor,801,101.8,11.4,11.4
2026flor,1523,109.9,12.9,12.9
2026flor,1557,85.4,9.7,9.7
2026flor,1592,114.5,15.4,15.4
2026flor,1744,64.4,9.7,9.7
2026flor,1902,112.3,17,16.3
2026flor,2152,94.2,12.5,12.5
2026flor,2797,103.8,11.2,11.2
2026flor,3164,109.8,12.2,12.1
2026flor,3627,94.5,14.3,14.3
2026flor,3932,107.6,16.4,13.2
2026flor,4024,56.7,11.9,12.6
2026flor,4622,77.2,12.3,12.2
2026flor,5145,68,15.1,14.1
2026flor,5410,107.1,11.8,12.7
2026flor,5816,113.5,11,11.3
2026flor,5842,110.2,14.7,14.7
2026flor,5993,114.8,6.5,6.7
2026flor,6322,81.5,10.3,9.8
2026flor,6473,79.4,10.2,9.4
2026flor,6527,92,9.7,9.4
2026flor,6722,102.2,11.6,11.6
2026flor,7072,95.4,13.6,13.2
2026flor,7431,99.8,12.7,12.7
2026flor,7500,115,13.9,13.9
2026flor,7717,90.2,9.7,9.4
2026flor,8057,93,11.9,11.9
2026flor,8159,112.5,12.4,12.5
2026flor,8324,112.7,11.2,11.2
2026flor,8817,111.5,11.1,11.5
2026flor,8841,100.3,11.8,11.8
2026flor,9160,96.2,12.9,12.9
2026flor,9300,101.1,12.3,12.3
2026flor,9404,97.6,11.1,11.7
2026flor,9670,90,10.6,10.6
2026flor,9728,60.2,9.9,9.9
2026flor,9750,63.3,9.5,9.6
2026flor,10017,106.7,16,16
2026flor,10211,114.7,10.8,10.8
2026flor,10219,89.2,13.6,13.7
2026flor,10228,76,11,11
2026flor,10323,80.5,12.4,12.4
2026flor,10650,63.7,10,10
2026flor,10981,81.3,12.4,12.4
2026flor,11097,104.5,12.2,12.2
2026flor,11103,68,10.4,11.1
2026flor,11222,62.8,9.1,9.7
2026flor,11282,67.2,9.4,9.4
2026flor,11363,60.7,11.9,11.9
2026flta,21,103.4,15,15.1
2026flta,86,111.2,8.8,8.9
2026flta,108,114.2,12.2,12
2026flta,233,113.9,8.5,8.5
2026flta,364,112.8,14.7,11.4
2026flta,386,114.8,15.1,15.1
2026flta,744,113.3,12.2,11.9
2026flta,801,114.2,10.6,10.6
2026flta,2797,110.9,11.3,11.3
2026flta,2992,114.3,11.7,12
2026flta,3164,63,12.2,12.2
2026flta,3242,78.9,8.3,8.3
2026flta,3502,73.5,11,10.9
2026flta,4013,110,13.4,12.8
2026flta,4065,111.4,9.2,9.5
2026flta,4118,112.8,14,13
2026flta,4179,71.5,13.2,13.2
2026flta,4576,95,16.2,16.4
2026flta,4622,63.2,11.2,11.4
2026flta,5276,108,16.2,17.2
2026flta,5410,108.4,12.1,13
2026flta,5472,110,10.6,10.6
2026flta,5816,110.8,11.8,11.9
2026flta,6145,63.2,8.5,8.5
2026flta,6184,91.3,12.7,12.5
2026flta,6473,84,10,9.6
2026flta,6647,114.9,14.5,14.5
2026flta,6722,108.8,12.4,12.4
2026flta,7130,113.6,14,13.7
2026flta,7431,107.9,12.8,12.8
2026flta,8324,113.3,12,12
2026flta,8753,93.4,14,14.5
2026flta,8841,98.7,12.3,12.3
2026flta,9313,77.3,8.7,8.7
2026flta,9493,57.7,11,11.4
2026flta,9627,84.2,12.5,12.5
2026flta,9698,55.7,11.8,11.7
2026flta,9720,72.6,13.2,13.2
2026flta,10159,62.3,8,7.5
2026flta,10162,114.3,17.8,17.5
2026flta,10219,106.7,13.3,13.6
2026flta,10228,63.6,10.8,10.8
2026flta,10471,112.6,8.9,8.9
2026flta,10981,84,12.6,12.6
2026flta,10996,59.9,6.9,6.9
2026flwp,48,114.9,11,10.3
2026flwp,59,113.8,13.3,14.1
2026flwp,79,91.1,8.8,8.3
2026flwp,108,113.8,12.2,12.2
2026flwp,179,114.3,14.4,14.7
2026flwp,180,107.4,19.7,19.7
2026flwp,1369,112.7,18.5,18.5
2026flwp,1523,101.8,13.4,12.3
2026flwp,1592,102.3,15.5,15.5
2026flwp,1744,65.6,9.6,9.6
2026flwp,2152,100.2,12.4,12.4
2026flwp,2383,97.5,13.6,13.6
2026flwp,2641,106.3,11.6,12.2
2026flwp,3627,101,13.8,13.8
2026flwp,3932,108.8,16.7,15.5
2026flwp,3954,80.6,9.7,9.7
2026flwp,4010,104.9,15.2,16
2026flwp,4707,107,11,9.8
2026flwp,5410,108.4,12.2,13.2
2026flwp,5472,109.4,15.3,15
2026flwp,5557,106.1,14.7,14.7
2026flwp,5872,62.8,16.4,16.4
2026flwp,6404,115,15.7,15.7
2026flwp,6686,98.8,8.2,8.8
2026flwp,6743,106.9,10.8,10
2026flwp,7403,84.7,11.3,11.3
2026flwp,7570,89.4,11.3,11.1
2026flwp,7652,95.9,13.3,13.5
2026flwp,7833,73.1,15.7,14.7
2026flwp,8581,96.4,15.1,15.1
2026flwp,8791,58.1,8.6,9.9
2026flwp,8817,114.6,11.1,11.3
2026flwp,8859,111.5,13.1,13.4
2026flwp,9040,63,9.3,9.3
2026flwp,9155,91.1,12.8,12.8
2026flwp,9201,114.7,13,13
2026flwp,9404,99.5,11,11.6
2026flwp,9494,104.6,6.3,6.3
2026flwp,9779,41.5,9.5,9.4
2026flwp,10323,84.5,12.3,12.3
2026flwp,10424,78.7,6.8,6
2026flwp,10616,66.2,10,10.2
2026flwp,10635,90.3,12.7,12.7
2026flwp,11138,102.2,10.6,10.6
2026flwp,11267,62.1,12.3,13.2
2026flwp,11436,68,9.2,9
2026flwp,11474,36.7,16.1,16.1
2026gaalb,1002,111,14,15
2026gaalb,1261,109,12,12
2026gaalb,1648,113,14.5,14.5
2026gaalb,1771,114,18.5,18.5
2026gaalb,3091,94.5,10,10.5
2026gaalb,3635,94.5,16,15
2026gaalb,4188,112,18.5,18.5
2026gaalb,4240,64,9,8.5
2026gaalb,4701,57,13.5,14
2026gaalb,4730,60,11,11.5
2026gaalb,5074,81,17,17
2026gaalb,5109,114.5,12.5,13
2026gaalb,5828,66.5,10,10.5
2026gaalb,6023,106,12.5,12
2026gaalb,6905,102,15,14
2026gaalb,6910,60.5,12,12
2026gaalb,6919,114.5,11,10
2026gaalb,6925,114,11,11
2026gaalb,7104,71,15,15
2026gaalb,7514,81.5,8.5,8.5
2026gaalb,7538,97.5,14,14.5
2026gaalb,8080,106,11,10.5
2026gaalb,8100,105.5,11,10.5
2026gaalb,8736,112.5,7,7
2026gaalb,8866,111.5,20.6,20
2026gaalb,9477,113,12,15
2026gaalb,10338,61.5,16.5,17.5
2026gaalb,11214,64,15.5,15
2026gacmp,832,107.5,12,12.5
2026gacmp,1002,114.5,15,15
2026gacmp,1261,114.5,12,12
2026gacmp,1414,113.5,12,12
2026gacmp,1648,113,14.5,14.5
2026gacmp,1683,110.5,12.5,13
2026gacmp,1746,109.5,9.5,9.5
2026gacmp,1771,114,18.5,18.5
2026gacmp,1833,115,16.5,16.5
2026gacmp,2974,113.5,11,10.5
2026gacmp,3091,99,10.5,11
2026gacmp,3329,110.5,16.5,16.5
2026gacmp,3344,97,11,12.5
2026gacmp,3635,90.5,16.5,15
2026gacmp,3815,74,13,13.5
2026gacmp,4026,114,11.5,11.5
2026gacmp,4112,100,10.5,10.5
2026gacmp,4188,114,19,18
2026gacmp,4189,114.5,16.5,16.5
2026gacmp,4509,92.5,15.5,15.5
2026gacmp,5109,111.5,12.5,13
2026gacmp,5219,87,11,11
2026gacmp,5608,92.5,11,11
2026gacmp,5900,90.5,9.5,9.5
2026gacmp,6023,110,13,12.5
2026gacmp,6340,109.5,10.5,10
2026gacmp,6705,106.5,14.5,14
2026gacmp,6772,87.5,9.5,9.5
2026gacmp,6829,102.5,13.5,13.5
2026gacmp,6887,75,9.5,10
2026gacmp,6905,99,15.5,14
2026gacmp,6910,68.5,12,12
2026gacmp,6919,112,11,10
2026gacmp,6925,108.5,11,11
2026gacmp,7451,113.5,13.5,14
2026gacmp,8080,111.5,11,11
2026gacmp,8577,88.5,12.5,12
2026gacmp,8736,113.5,10,10
2026gacmp,8866,112.5,20,20.5
2026gacmp,9477,113,12,15
2026gacmp,9480,112,10.5,12.5
2026gacmp,9522,89,14.5,14.5
2026gacmp,10482,87.5,11.5,11.5
2026gacmp,11174,96,11,13
2026gacmp,11214,65,15.5,15
2026gacol,832,104.5,10.5,11.5
2026gacol,1414,114.5,12,12
2026gacol,2974,114.5,10.5,10.5
2026gacol,3329,110,16.5,17
2026gacol,3344,112,9.5,9.5
2026gacol,3635,88.5,16,15
2026gacol,3815,87,13.5,13.5
2026gacol,4026,109,11.5,11.5
2026gacol,4112,96,10.5,10.5
2026gacol,4188,112,18.5,18.5
2026gacol,4240,62,8.5,8
2026gacol,4459,59.5,11.5,11.5
2026gacol,4468,94,14,14
2026gacol,5608,103,11,11
2026gacol,5828,79,10,9.5
2026gacol,5900,85.5,9.5,9.5
2026gacol,6772,81,9.5,10
2026gacol,6829,109.5,13.5,13.5
2026gacol,6887,67,10,10
2026gacol,6925,113.5,11,10.5
2026gacol,7104,69,15,15
2026gacol,7451,113.5,13.5,14
2026gacol,7676,73.5,11,11.5
2026gacol,9057,61,11,11
2026gacol,9086,79.5,9,9.5
2026gacol,9480,95.5,12.5,12
2026gacol,9582,60.5,7.5,7.5
2026gacol,9770,54,10.5,10.5
2026gacol,10376,58.5,10.5,10.5
2026gadal,832,102.3,11.1,11.9
2026gadal,1002,113.5,14.9,14.9
2026gadal,1746,68.4,11.6,11.1
2026gadal,2974,112.5,10.9,10.5
2026gadal,3329,109,16.9,16.7
2026gadal,4026,111.3,11.4,11.4
2026gadal,4112,97,10.3,10.4
2026gadal,4730,60.3,10.3,10.8
2026gadal,5219,78.3,11.6,11.6
2026gadal,5608,101.1,11,11.2
2026gadal,5900,75.8,10.1,9.8
2026gadal,6023,115,11.3,10.5
2026gadal,6712,75.1,10.6,10.5
2026gadal,6772,80.6,9.6,9.7
2026gadal,6829,103.9,13.5,13.4
2026gadal,6887,77.3,10.1,8.7
2026gadal,6905,78.3,14.9,14.9
2026gadal,6919,107,11,11
2026gadal,7451,111.7,13.7,13.9
2026gadal,7514,77.3,10.6,10.3
2026gadal,7676,70.7,12.5,12.8
2026gadal,8736,111.4,6.9,6.9
2026gadal,8761,51.4,8.9,8.9
2026gadal,8849,45.8,15.4,15.7
2026gadal,8866,112.5,20.4,20.5
2026gadal,9477,110.2,11.9,15.3
2026gadal,9480,88.1,12.2,12
2026gadal,9770,54.3,10.4,10.6
2026gadal,10338,61.4,17,16.9
2026gadal,10376,61.9,10.4,10.4
2026gadal,11214,62,15.8,14.7
2026gagai,1414,111,12,12
2026gagai,1683,107.5,12.5,13
2026gagai,1746,100,9.5,9.5
2026gagai,1795,36.5,11.5,11.5
2026gagai,1833,114.5,16.5,16.5
2026gagai,2415,113,8.5,10
2026gagai,3318,93,13.5,14.5
2026gagai,3344,93.5,11,12
2026gagai,3815,75,13.5,14
2026gagai,4189,114,16.5,16.5
2026gagai,4459,60,15.6,16.5
2026gagai,4509,96.5,15.5,15.5
2026gagai,5219,78.5,11.5,11.5
2026gagai,5293,113,19.5,21.5
2026gagai,5651,113,12,13.5
2026gagai,6340,109.5,10.5,10
2026gagai,6705,106.5,14.5,14
2026gagai,6712,75,10.5,10
2026gagai,8080,109,11,11
2026gagai,8577,85,12.5,12.5
2026gagai,8761,54,9,9
2026gagai,8815,52,10,10.5
2026gagai,8849,94,16,16
2026gagai,8865,95.5,15.5,15
2026gagai,9086,82.5,9,9.5
2026gagai,9522,92.5,14.5,14.5
2026gagai,9561,115,10.5,10.5
2026gagai,9582,61,15,15
2026gagai,10482,88.5,11.5,11.5
2026gagai,11174,91.5,11.5,13.5
2026gagwi,1261,108.1,11.9,12
2026gagwi,1648,110.9,14.9,14.5
2026gagwi,1683,99.1,13.7,13.7
2026gagwi,1771,115,18.5,18.5
2026gagwi,1795,38.9,12.5,12.5
2026gagwi,1833,113.6,16.5,16.7
2026gagwi,2415,95,10.2,10
2026gagwi,3091,81.9,10.5,11.2
2026gagwi,3318,88,13.9,14.4
2026gagwi,4189,113.4,13.9,13.9
2026gagwi,4468,89.2,14.2,14.2
2026gagwi,4509,108,15.5,15.5
2026gagwi,4701,60.8,14,13.9
2026gagwi,5074,72.3,17.2,15.3
2026gagwi,5109,105.8,12.6,12.6
2026gagwi,5293,91.1,19.9,17
2026gagwi,5651,64.7,13,13.6
2026gagwi,6340,108,10.6,10.3
2026gagwi,6705,103.8,14.4,14
2026gagwi,6910,63.2,12,12.2
2026gagwi,7538,114,13,13
2026gagwi,8100,98.7,10.2,10.1
2026gagwi,8577,63.9,12.8,12.8
2026gagwi,8815,54.7,10,10.4
2026gagwi,8865,107.1,15,15
2026gagwi,9057,60.4,10.8,10.9
2026gagwi,9522,99.6,13,13
2026gagwi,9561,112.9,10.5,10.6
2026gagwi,10482,82.8,11.3,11.7
2026gagwi,11174,95.1,12.2,13.8
2026hiho,359,114.9,12.3,12.4
2026hiho,2090,91.6,12.7,12.4
2026hiho,2348,88.6,9.7,9.9
2026hiho,2438,114.5,9.4,9.2
2026hiho,2441,87.3,8.9,8.9
2026hiho,2443,98.9,12.7,11.7
2026hiho,2445,115,8.9,8.6
2026hiho,2465,114.2,14.5,14.5
2026hiho,2477,87,10.2,10.2
2026hiho,2853,110.7,13.3,13.3
2026hiho,2896,89,15,13.9
2026hiho,3008,90.8,10.8,11.8
2026hiho,3721,96.8,12.5,11.9
2026hiho,3880,110.6,9.9,10.5
2026hiho,3881,92.5,12.1,12.1
2026hiho,3882,97.9,11.2,11.2
2026hiho,4270,112.9,17,17
2026hiho,6191,106.3,10.8,10.8
2026hiho,6497,114.2,12.1,12.3
2026hiho,6704,106.3,9.4,9.4
2026hiho,7724,51.5,8,8.1
2026hiho,8005,112.1,10,10
2026hiho,8569,94.9,11.1,10.8
2026hiho,8585,82.5,9.6,9.6
2026hiho,8871,112.4,11.8,11.9
2026hiho,9012,112.4,12.2,12.2
2026hiho,9019,65.8,8,8.5
2026hiho,9715,99.9,13.7,12.3
2026hiho,11019,115,14.6,14.9
2026hiho,11177,85.5,10,9.9
2026hiho,11229,62.6,10,10
2026iacf,59,115,13.3,14.1
2026iacf,167,114.1,16,15.8
2026iacf,525,111.3,11.3,10.6
2026iacf,648,108.9,13.8,13.8
2026iacf,967,112.6,10.6,9.3
2026iacf,1108,101.9,13.9,14.2
2026iacf,1997,113.4,10.7,11.1
2026iacf,2227,111,11.1,11.2
2026iacf,2654,109.1,11.4,11.5
2026iacf,2847,113,9.8,9.8
2026iacf,3055,109,14.4,14.4
2026iacf,3267,113.5,13.3,13.3
2026iacf,3298,93.2,12.9,12.9
2026iacf,3723,74.5,9.8,9.6
2026iacf,3928,109.4,9.9,9.7
2026iacf,4260,64.6,8.8,9.1
2026iacf,4646,108.7,18.8,18.8
2026iacf,4728,114.7,13.3,13.4
2026iacf,5041,114.9,12.2,12.1
2026iacf,5141,104.6,9.4,9.4
2026iacf,5275,70.7,11.3,11.3
2026iacf,5442,114.6,14,15
